date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,Halaxy,https://www.halaxy.com,Australia,Victoria,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Halcyon Development Partners,https://halcyondp.com/,United Kingdom,City of Westminster,Real estate development,Service with Minor Environmental Footprint,
2026-04-13,Halifax Consulting North America inc.,https://northamerica.halifax-consulting.com,Canada,Quebec,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Hall Core Water,https://www.hallcorewater.co.za,South Africa,Gauteng,Water supply & treatment,Manufacturing,
2026-04-13,Hall Hunter Partnership (Farming),https://hallhunter.com/,United Kingdom,Wokingham,Growing non-perennial crops,Agriculture/Growers,
2026-04-13,Hallam,https://www.hallam.co.uk,United Kingdom,Nottinghamshire,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Hallam-ICS,https://www.hallam-ics.com,United States,Vermont,Engineering,Service with Minor Environmental Footprint,
2026-04-13,Halo,https://halostudio.love,United Kingdom,City of Bristol,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Hambleton Bakery,https://www.hambletonbakery.co.uk,United Kingdom,Rutland,Food products,Manufacturing,
2026-04-13,Hamton Property Group,https://www.hamton.com.au,Australia,Victoria,Contracting & building,Service with Minor Environmental Footprint,
2026-04-13,Hancock and Abberton Ltd - T/A FiXX Coffee,https://www.fixxcoffee.com,Ireland,County Dublin,Beverages,Wholesale/Retail,
2026-04-13,Handelsonderneming JPM Kok B.V.,https://www.jpmkok.nl,Netherlands The,Utrecht,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Handen Consultori­a,https://handen.mx,Mexico,Mexico City,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Hands Off B.V.,https://www.hands-off.com,,,Food products,Wholesale/Retail,
2026-04-13,Handsome Brook Farms,https://handsomebrookfarms.com,United States,New York,Food products,Manufacturing,
2026-04-13,Hanna Sillitoe Ltd,https://www.hannasillitoe.com,United Kingdom,Cheshire East,General retail via Internet,Wholesale/Retail,
2026-04-13,Hannun,https://hannun.com,Spain,Catalonia,Furniture,Wholesale/Retail,
2026-04-13,Hanson Bridgett LLP,https://hansonbridgett.com,United States,California,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Hanson Search,https://www.hansonsearch.com,United Kingdom,London Borough of Camden,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Hanyu Accounting Office,https://www.hanew.jp/,Japan,Ōita Prefecture,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Happiful,https://happiful.com,United Kingdom,Surrey,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Happily Srl SB,https://happily-welfare.it/,Italy,Liguria,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Happiness Capital,https://www.happinesscapital.com,Hong Kong S.A.R.,Central and Western District,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Happy,https://www.happy.co.uk,United Kingdom,City of London,Other education,Service with Significant Environmental Footprint,
2026-04-13,Happy Butter,https://www.happybutter.co.uk,United Kingdom,Devon,Food products,Manufacturing,
2026-04-13,Happy Cities Studio Inc.,https://www.happycities.com,Canada,British Columbia,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Happy Dirt,https://www.happydirt.com,United States,North Carolina,Agicultural support/post-harvest,Agriculture/Growers,
2026-04-13,Happy Ears AB,https://www.happyearsearplugs.com,Sweden,Skåne County,Personal care products,Wholesale/Retail,
2026-04-13,Happy Earth Apparel,https://happyearthapparel.com,,,Apparel,Wholesale/Retail,
2026-05-18,Happy Earth Orange-Sheep BV,https://www.happyearthcare.com/,Netherlands The,North Holland,Personal care products,Wholesale/Retail,2026-05-18
2026-04-13,Happy Family Organics,https://www.happyfamilyorganics.com/,United States,New York,Food products,Wholesale/Retail,
2026-04-13,Happy Spaces,https://www.happyspaces.com.au,Australia,Victoria,Membership organizations,Service with Minor Environmental Footprint,
2026-04-13,Happy Valley Meat Company,https://happyvalleymeat.com,United States,New York,Food products,Wholesale/Retail,
2026-04-13,happybrush GmbH,https://www.happybrush.de,Germany,Bavaria,Personal care products,Wholesale/Retail,
2026-04-13,HappyVore (ex-Les Nouveaux Fermiers),https://www.happyvore.com,France,Paris,Food products,Manufacturing,
2026-04-13,Harbinger Law Inc.,https://www.harbingerlaw.com/,,,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Harch Inc.,https://harch.jp,,,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Harkins Wealth Management,https://www.harkinswealthmanagement.com,United States,Rhode Island,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Harland Accountants,https://harlandaccountants.com,United Kingdom,Cornwall,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Harmless Harvest,https://www.harmlessharvest.com,United States,California,Beverages,Wholesale/Retail,
2026-04-13,"Harmoni, Inc. dba Uncle Matt's Organic",https://www.unclematts.com,United States,Florida,Agricultural Processing,Agriculture/Growers,
2026-04-13,Harmonic Arts,https://harmonicarts.ca/,Canada,British Columbia,Other manufacturing,Manufacturing,
2026-04-13,Harmonic Group,https://harmonicfinance.com,United Kingdom,London Borough of Hackney,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Harmony Projects,https://www.harmonyprojects.com,Costa Rica,Guanacaste Province,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,harp-weaver LLC,https://www.harp-weaver.com,United States,Pennsylvania,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Harper + Scott,https://www.harperandscott.com,United States,New York,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Harrison Brands,https://www.harrisonbrands.com,United Kingdom,London Borough of Tower Hamlets,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Hart Howerton,https://www.harthowerton.com,United States,New York,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Hartley Law Limited,https://www.hartleylaw.co.uk,United Kingdom,Surrey,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Harv 81 Group,https://corksupply.com/pt,Portugal,Lisbon,Wood & wood products,Manufacturing,
2026-04-13,Harvest Green Developments,https://www.harvestgreendevelopments.co.uk/,United Kingdom,Devon,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Harvest London,https://www.harvest.london,United Kingdom,London Borough of Waltham Forest,Growing perennial crops,Manufacturing,
2026-04-13,Harvey,https://www.teamharvey.co/,Australia,Victoria,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HASA OPTIX,,Belgium,Brussels-Capital Region,Medical & dental supplies,Wholesale/Retail,
2026-04-13,Hassell,https://www.hassellstudio.com/,Australia,Victoria,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Hatch Mansfield,https://www.hatchmansfield.com/,United Kingdom,Windsor and Maidenhead,Beverages,Wholesale/Retail,
2026-04-13,Hatmill Ltd,https://hatmill.com,United Kingdom,North Yorkshire,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Hattiers Rum,https://Hattiers.com,United Kingdom,Devon,Beverages,Manufacturing,
2026-04-13,Haus Haus Design LLC,https://www.haushaus.design/,United States,California,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Haven Design|Build,https://havenventures.org,United States,North Carolina,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,HAVEP,https://www.havep.com/nl,Netherlands The,North Brabant,Textiles,Wholesale/Retail,
2026-04-13,Havio,https://www.havio.com,United Kingdom,London Borough of Croydon,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,"Hawaiian Paddle Sports, LLC",https://hawaiianpaddlesports.com,United States,Hawaii,Other recreation,Service with Minor Environmental Footprint,
2026-04-13,Hawkey Office Cleaning Ltd t/a Hawkey Cleaning & Support Services,https://www.hawkeycleaning.co.uk,United Kingdom,London Borough of Bexley,Facilities & cleaning services,Service with Significant Environmental Footprint,
2026-04-13,Hawkins\Brown,https://www.hawkinsbrown.com,United Kingdom,London Borough of Islington,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Hawksmoor,https://www.thehawksmoor.com,United Kingdom,London Borough of Islington,Restaurants & food service,Service with Significant Environmental Footprint,
2026-04-13,Haworth Tompkins,https://www.haworthtompkins.com,,,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Hawthorne Foods,https://hawthornefoods.com,United States,New York,Food products,Manufacturing,
2026-04-13,Haymarket Media Group,https://haymarket.com/,United Kingdom,London Borough of Richmond upon Thames,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Hayne House,https://www.haynehouse.co.uk,United Kingdom,Kent,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,HAYVN,https://www.hayvn.com,United States,Connecticut,Membership organizations,Service with Significant Environmental Footprint,
2026-04-13,hcma,https://hcma.ca,Canada,British Columbia,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,HdK,https://wearehdk.com,United Kingdom,London Borough of Hackney,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Headwater Food Hub,https://headwaterfoodhub.com,United States,New York,Agicultural support/post-harvest,Agriculture/Growers,
2026-04-13,Headwaters Law,https://headwaterslaw.com/,United States,Washington,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Health & Racquet Club Uithoorn B.V.,https://amstelhof.com/,Netherlands The,North Holland,Athletic & fitness centers,Service with Significant Environmental Footprint,
2026-04-13,Health and Happiness Group,https://www.hh.global/#/Home,Hong Kong S.A.R.,Eastern,Food products,Wholesale/Retail,
2026-04-13,HealthBegins,https://healthbegins.org/,United States,California,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Healthic,https://www.healthic.com.mx,,,Technology-based support services,Service with Significant Environmental Footprint,
2026-04-13,HealthPost,https://www.healthpost.co.nz,New Zealand,Tasman District,General retail via Internet,Wholesale/Retail,
2026-04-13,HealthPRO Canada,https://www.healthprocanada.com/,Canada,Ontario,Other human health,Service with Minor Environmental Footprint,
2026-04-13,HEAPS + STACKS LTD,https://www.heaps-stacks.com,United Kingdom,London Borough of Hammersmith and Fulham,Event catering & related,Service with Significant Environmental Footprint,
2026-04-13,Heaps Normal,https://heapsnormal.com,Australia,New South Wales,Beverages,Wholesale/Retail,
2026-04-13,HeapsGood Packaging,https://www.heapsgoodpackaging.com.au,Australia,Victoria,Other retail sale,Wholesale/Retail,
2026-04-13,Hearth Sustainability,https://www.hearthsustainability.com/,United Kingdom,Brighton and Hove,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,"Heath Ceramics, LTD",https://www.heathceramics.com,United States,California,Other manufacturing,Manufacturing,
2026-04-13,Heather Paulsen Consulting,https://hpaulsenconsulting.com,United States,California,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,HeatSpring,https://www.heatspring.com/,United States,Michigan,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Heavenly Necklaces,https://www.heavenlylondon.com,United Kingdom,Wiltshire,Jewelry & related articles,Wholesale/Retail,
2026-04-13,Hecht & Bannier,https://hechtbannier.com,France,Provence-Alpes-Côte d'Azur,Agicultural support/post-harvest,Agriculture/Growers,
2026-04-13,Heden,https://www.heden.co,Portugal,Lisbon,Other personal services,Service with Significant Environmental Footprint,
2026-04-13,hedgehog lab Holdings Limited,https://hedgehoglab.com,United Kingdom,Newcastle upon Tyne,Management consultant - for-profits,Service with Minor Environmental Footprint,2026-05-11
2026-05-11,Hedgehog lab Limited,https://hedgehoglab.com,United Kingdom,Newcastle upon Tyne,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,"Hefei Leaf Biotech CO.,LTD",https://www.leafbiotech.com,China,Anhui,Chemicals & chemical products,Manufacturing,
2026-04-13,HEGO Nearshore Services LLC dba Virtue Ally,https://virtueally.co,El Salvador,La Libertad Department,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,HEIGHTS,https://www.heights.com,United Kingdom,City of London,Personal care products,Wholesale/Retail,
2026-04-13,Heilala Vanilla,https://www.heilalavanilla.com,New Zealand,Bay of Plenty Region,Food products,Manufacturing,
2026-04-13,Heincke,https://www.heincke.co,,,Food products,Wholesale/Retail,
2026-04-13,Heldergroen,https://www.heldergroen.nl,Netherlands The,North Holland,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,HelioRec SAS,https://www.heliorec.com/,France,Pays de la Loire,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Helios,https://www.helios.do/,France,Île-de-France,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Helios Energia SA ESP,https://www.heliosesp.co,Colombia,Atlántico Department,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Helios Investment Partners,https://www.heliosinvestment.com,United Kingdom,City of London,Equity investing - Emerging Markets,Service with Minor Environmental Footprint,
2026-04-13,Heller Consulting,https://www.teamheller.com,United States,California,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Hello Chef,https://hellochef.me/,United Arab Emirates,Dubai,Food products,Wholesale/Retail,
2026-04-13,Hello Earth Agency,https://www.helloearthagency.com,United Kingdom,Liverpool,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Hello Period,https://www.helloperiod.com,New Zealand,Hawke's Bay Region,Personal care products,Wholesale/Retail,
2026-04-13,Hello World,https://helloworlddevs.com,United States,Oregon,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,HelloFresh UK,https://www.hellofresh.co.uk,United Kingdom,London Borough of Hackney,Food products,Wholesale/Retail,
2026-04-13,Helloprint BV.,https://www.helloprint.com,Netherlands The,South Holland,General retail via Internet,Wholesale/Retail,
2026-04-13,Help2comply,https://help2comply.dk/,Denmark,Central Denmark Region,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,HelpGood LLC,https://www.helpgood.com,United States,California,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HelpSeeker,https://www.helpseeker.org,Canada,Alberta,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,Helpsy Holdings PBC,https://www.helpsy.com,United States,New Jersey,Textiles,Wholesale/Retail,
2026-04-13,Helvetia Environnement Groupe,https://www.helvetia-environnement.ch,Switzerland,Canton of Geneva,Waste treatment & disposal,Manufacturing,
2026-04-13,HemingwayDesign,https://www.hemingwaydesign.co.uk,United Kingdom,London Borough of Brent,Spec design (non-building),Service with Minor Environmental Footprint,
2026-04-13,Hemmings House,https://hemmingshouse.com,Canada,New Brunswick,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Hemp Heros Ltd,https://www.hempheros.com,Ireland,County Wicklow,Personal care products,Manufacturing,
2026-04-13,Heng Hiap Industries Sdn Bhd,https://www.henghiap.com/,Malaysia,Johor,Materials recovery & recycling,Manufacturing,
2026-04-13,Hepburn Energy,https://www.hepburnwind.com.au,Australia,Victoria,Other renewable energy installation,Service with Significant Environmental Footprint,
2026-04-13,hera cv,https://www.hera.eu,,,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,"HERALBONY Co., Ltd.",https://www.heralbony.com/,Japan,Iwate Prefecture,General stores,Wholesale/Retail,
2026-04-13,Herb Pharm,https://www.herb-pharm.com,United States,Oregon,Growing perennial crops,Agriculture/Growers,
2026-04-13,Herb UK Ltd,https://www.herbuk.com,United Kingdom,Hampshire,Other manufacturing,Manufacturing,
2026-04-13,Herbaland Naturals Inc.,https://www.herbaland.ca,Canada,British Columbia,Food products,Manufacturing,
2026-04-13,Herbalist & Alchemist,https://www.herbalist-alchemist.com,United States,New Jersey,Food products,Manufacturing,
2026-04-13,Herbarium,https://herbarium.com.br/,Brazil,Paraná,Pharmaceutical products,Manufacturing,
2026-04-13,HERBIOTECH AROMA,https://www.herbiotech-aroma.com,Tunisia,Siliana Governorate,Agricultural Processing,Agriculture/Growers,
2026-04-13,Herdade da Malhadinha Nova,https://www.malhadinhanova.pt/pt/,Portugal,Beja,Growing perennial crops,Agriculture/Growers,
2026-04-13,Here I Am,,United States,California,General retail via Internet,Wholesale/Retail,
2026-04-13,Here I Am Studio,https://hereiamstudio.com,United Kingdom,City of Bristol,Mobile applications,Service with Minor Environmental Footprint,
2026-04-13,Here Ltd,https://www.heredesign.co.uk,United Kingdom,London Borough of Hackney,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Here We Flo Ltd,https://www.hereweflo.co,United Kingdom,London Borough of Hackney,Personal care products,Wholesale/Retail,
2026-04-13,Here's The Plan Ltd,https://www.herestheplan.co.uk,United Kingdom,Perth and Kinross,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Herefordshire and Worcestershire Chamber of Commerce,https://hwchamber.co.uk,United Kingdom,Worcestershire,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Heritage and People's Choice Ltd,https://www.peoplefirstbank.com.au/,Australia,South Australia,Deposit bank - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,"Heritage Aviation, Inc.",https://www.flyheritage.com,United States,Vermont,Air transport,Service with Significant Environmental Footprint,
2026-04-13,Heritage Bee Co.,https://www.heritagebee.com,Canada,Ontario,Food products,Manufacturing,
2026-04-13,Herman Vaessen BV,https://www.hermanvaessen.nl,Netherlands The,Limburg,Landscape services,Service with Significant Environmental Footprint,
2026-04-13,Hermetica Black Limited,https://www.hermeticablack.com,United Kingdom,London Borough of Tower Hamlets,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Hero Agency ApS,https://www.heroagency.co,Denmark,Capital Region of Denmark,Advertising & market research,Service with Significant Environmental Footprint,
2026-04-13,Hero Packaging,https://heropackaging.com.au/,Australia,New South Wales,General retail via Internet,Wholesale/Retail,
2026-04-13,Hero UK&I,https://www.hero-group.ch/en/hero-uki,United Kingdom,Dorset,Food products,Wholesale/Retail,
2026-04-13,"Heroic Enterprises, PBC",https://www.heroic.us,United States,Texas,Other education,Service with Minor Environmental Footprint,
2026-04-13,Heron Financial Ltd,https://www.heronfinancial.co.uk,United Kingdom,Hertfordshire,Mortgage advice & brokerage,Service with Minor Environmental Footprint,
2026-04-13,Heron House Financial Management Ltd,https://www.hhfm.co.uk,United Kingdom,Wales,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Heroyam,https://www.heroyam.com,Netherlands The,Overijssel,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Hertech Ltd,https://hertech.co/,United Kingdom,London Borough of Tower Hamlets,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Hesperia Property Pty Ltd,https://www.hesperia.com.au,Australia,Western Australia,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Hessey Consulting + Architecture Inc.,https://hessey.ca,Canada,British Columbia,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Hestia Holding BV,https://hestiakinderopvang.nl/en,Netherlands The,North Holland,Pre- & primary education,Service with Significant Environmental Footprint,
2026-04-13,Hestiya Pte Ltd,https://hestiya.com,Singapore,Central Singapore Community Development Council,,Service,
2026-04-13,Hevea By Hoffihearts,https://www.heveaplanet.com,Denmark,Capital Region of Denmark,Personal care products,Wholesale/Retail,
2026-04-13,Heveya Pte Ltd,https://heveya.sg,Singapore,Central Singapore Community Development Council,Furniture,Wholesale/Retail,
2026-04-13,HewardMills Limited,https://www.hewardmills.com,United Kingdom,London Borough of Islington,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,Hewett Recruitment,https://www.hewett-recruitment.co.uk/,United Kingdom,Worcestershire,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,"Hexiyouwu (Guangzhou) International Trade Co., Ltd",https://www.hohiilife.com,China,GuangDong,Other retail sale,Wholesale/Retail,
2026-04-13,Hey Holy GmbH,https://heyholy.com,Germany,Rhineland-Palatinate,Food products,Wholesale/Retail,
2026-04-13,Heyne Tillett Steel,https://hts.uk.com,United Kingdom,London Borough of Hackney,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,HF Holidays,https://www.hfholidays.co.uk,,,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,HFBG Holding BV,https://headfirst.group/,Netherlands The,North Holland,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,HFL Limited,https://www.hfl.co.gg,Guernsey and Alderney,St Peter Port,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,HG&Co Ltd,,United Kingdom,Essex,Beverages,Manufacturing,
2026-04-13,"HH Logistics Planning, LLC",https://www.hhlogisticsplanning.com,United States,District of Columbia,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Hi Boop! Inc,https://hiboop.com,Canada,British Columbia,Diagnostic services,Service with Minor Environmental Footprint,
2026-04-13,Hibou soc Coop,https://www.hiboucoop.it,Italy,Metropolitan City of Bologna,"Libraries, museums & culture",Service with Minor Environmental Footprint,
2026-04-13,Hidroner,https://www.hidroner.cl,Chile,Los Lagos Region,Other renewable energy installation,Service with Significant Environmental Footprint,
2026-04-13,Higginson Strategy,https://higginsonstrategy.com,United Kingdom,London Borough of Tower Hamlets,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,"High Impact Financial Analysis, LLC",https://www.highimpactanalysis.com,United States,New York,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,High Speed Training Limited,https://www.highspeedtraining.co.uk,United Kingdom,Leeds,Other education,Service with Minor Environmental Footprint,2026-05-04
2026-04-13,High-Rise Communications,https://www.highrisecommunications.co.uk,United Kingdom,Manchester,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Highberg Group B.V.,https://www.highberg.com,Netherlands The,South Holland,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Higher Ground Collective,https://www.higherground.agency,Canada,Ontario,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Higher Grounds Trading Company,https://highergroundstrading.com,United States,Michigan,Agricultural Processing,Agriculture/Growers,
2026-04-13,HigherRing,https://www.HigherRing.com,United States,California,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Highland Experience Tours,https://www.highlandexperience.com/,United Kingdom,Edinburgh,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,HIGHR Collective,https://www.highrcollective.com,United Kingdom,London Borough of Camden,Personal care products,Wholesale/Retail,
2026-04-13,Hightower,https://hightower.design/,United States,North Carolina,Furniture,Manufacturing,
2026-04-13,Higson,https://www.consulthigson.com,United Kingdom,City of London,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,HIKKO,https://www.hikko.is/,Uruguay,Montevideo Department,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,HILANA,https://eco-hilana.com,Chile,Santiago Metropolitan Region,Textiles,Wholesale/Retail,
2026-04-13,Hilandería Warmi,https://www.warmi.org/,Argentina,Jujuy Province,Textiles,Manufacturing,
2026-04-13,Hillier Hopkins LLP,https://hillierhopkins.co.uk/,United Kingdom,Hertfordshire,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Hilltop Food Group Ltd,https://www.lovehilltop.com,United Kingdom,Powys,Food products,Manufacturing,
2026-04-13,Hilson Moran,https://www.hilsonmoran.com,United Kingdom,London Borough of Southwark,Civil engineering,Service with Minor Environmental Footprint,
2026-04-13,HINATA RENEWABLE,https://www.hinata.com.tw/,Taiwan,Taichung,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Hingston & Co Ltd,https://blacklinesdrinks.com/,United Kingdom,London Borough of Haringey,Beverages,Manufacturing,
2026-04-13,Hipocampus,https://www.hipocampus.mx,Mexico,Mexico City,Pre- & primary education,Service with Significant Environmental Footprint,
2026-04-13,Hippocrates Holding S.p.A.,https://www.hippocratesholding.com/,Italy,Lombardy,Pharmaceutical products,Wholesale/Retail,
2026-04-13,Hireguide,https://hireguide.com,Canada,Ontario,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Hitch Marketing Limited,https://www.hitchmarketing.co.uk,United Kingdom,Wirral,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HITCOWORK S.A.,https://hitcowork.co/,Argentina,Autonomous City Of Buenos Aires,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Hive Cleaning,https://www.hivecleaning.com,United Kingdom,City of London,Facilities & cleaning services,Service with Significant Environmental Footprint,
2026-04-13,Hive IT Ltd,https://www.hiveit.co.uk/,United Kingdom,Sheffield,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Hive Legal Pty Ltd,https://www.hivelegal.com.au,Australia,Victoria,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Hive Projects,https://www.hive-projects.com/,United Kingdom,Manchester,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,HIVED,https://hived.space,,,Postal & courier activities,Service with Significant Environmental Footprint,
2026-04-13,Hiyield,https://www.hiyield.co.uk,United Kingdom,Cornwall,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,HM3 Legal,https://hm3.legal/,United Kingdom,Cheshire West and Chester,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,HN Communications,https://www.hncomms.co.uk,United Kingdom,Northamptonshire,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,HNH SRL,https://hnh.srl,Italy,Friuli-Venezia Giulia,Beverages,Wholesale/Retail,
2026-04-13,Hobbs House Bakery,https://www.hobbshousebakery.co.uk,United Kingdom,Gloucestershire,Food products,Manufacturing,
2026-04-13,Hodyl,https://www.hodyl.co,Australia,Victoria,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,HOJAVERDE CIA. LTDA.,https://hojaverde.com.ec,Ecuador,Pichincha Province,Agricultural Processing,Agriculture/Growers,2026-05-04
2026-04-13,Holden & Partners,https://www.holden-partners.co.uk,United Kingdom,London Borough of Islington,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,HoldOn Bags,https://www.holdonbags.com,United States,California,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Holie's,https://www.holiefoods.com,Netherlands The,North Holland,Food products,Wholesale/Retail,
2026-04-13,Holistic Hair Ltd,https://www.holistichair.co.nz,New Zealand,Auckland Region,Personal care products,Wholesale/Retail,
2026-04-13,Holistic Spirits Company,https://www.drinkholistic.com,United States,Maryland,Beverages,Wholesale/Retail,
2026-04-13,Holland Harvey Limited,https://hollandharvey.com,United Kingdom,London Borough of Tower Hamlets,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,hollis+morris,https://hollisandmorris.com/,Canada,Ontario,Other manufacturing,Manufacturing,
2026-04-13,Hollit International & Continent 8,https://hollitinternational.com/continent-eight.com,Indonesia,Jakarta,Apparel,Wholesale/Retail,
2026-04-13,Holly & Co,https://holly.co,United Kingdom,London Borough of Richmond upon Thames,General retail via Internet,Wholesale/Retail,
2026-04-13,Holmes Studio Limited,https://www.holmes-studio.com,United Kingdom,City of Westminster,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,holson,https://www.holson.fr,France,Île-de-France,Call centers,Service with Minor Environmental Footprint,
2026-04-13,"Holst Architecture, Inc.",https://holstarc.com/,United States,Oregon,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Holy Home,https://www.holyhome.com.py,Paraguay,Central Department,Other retail sale,Wholesale/Retail,
2026-04-13,Holy Moly Ltd,https://www.holymolydips.com,United Kingdom,Buckinghamshire,Food products,Wholesale/Retail,
2026-04-13,Home,https://www.thisishome.co.uk,United Kingdom,City of Bristol,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Home BV,https://www.home.agency,Netherlands The,North Holland,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,"Home Care Associates of Philadelphia, Inc.",https://hca.elevate.coop/,United States,Pennsylvania,Home health care,Service with Minor Environmental Footprint,
